,0,1,2,3,4,5,6,7,8,9
0,,SITS,CAS,STIS,5-AS,7-AS,BRS,CAST,SIST,Total
1,(Number of datapoints,Mean (median),,,,,,,,
2,Maize (32),4794 (5142),1498 (1490),516 (555),450 (414),,48 (48),116 (118),212 (215),7044
3,Rape (22),3563 (3691),2341 (2285),75 (32,250 (200),,767 (790),12,29 (21),7044
4,Sunflower (88),2169 (2170),336 (357),332 (302),232 (248),249,21,12,51 (35),3402
5,Groundnut (46),1438 (1419),308 (358),559 (530),187 (196),49,36,11,27 (27),3528
6,Soya (149),1438 (1419),669 (622),559 (530),90(77),49,17(17),26 (22),,2848
7,Olive (252),1663 (1380),55 (49),57 (15),342 (170),3 (2),11 (11),4 (3),20,2164
8,Hazel (264),1256 (1228),85 (81),18 (18),78 (72),14 (12),,3 (3),,1453
9,Seeds and kernels,,,,,,,,,
10,"Wheat, germ (25)",1959 (1971),829 (864),29 (29),148,90,24,62,84 (84),3640
11,Rape (90),1959 (1971),602 (500),10 (10),75 (73),,424 (410),,,3069
12,Sunflower (21),1691 (1668),259 (233),198 (187),156 (170),,,41 (40),23 (23),2367
13,"Wheat, bran (49)",858 (820),292 (274),53 (62),29 (20),22 (27),5,241 (248),288 (310),1783
14,"Rye, seed (159)",435 (419,152 (139),22 (15),,12 (12),5,73(68),93 (90),787
15,Maize(15),346 (364),105 (110),33 (22),11 11,6 (6),25,37 (31,56 (47),608
16,Maize(15),313 (260),92 (88),33 (22),23,,5,38 (38),100 (100),604
