,0,1,2,3,4,5,6,7,8,9,10,11
0,Recipe (100 g),,Water Protein Lipids,Water Protein Lipids,Water Protein Lipids,Carbohydrate Dietary,Carbohydrate Dietary,Energy,Fatty acids,Fatty acids,,
1,,,(g),(g,(g),(g),fiber (g) value,fiber (g) value,,,,
2,,,,,,,,(kJ(kcal)),SFA,MUFA PUFA,MUFA PUFA,MUFA PUFA
3,,,,,,,,,(g),(g),(g),
4,Cretan green pies,Aa,35.5,6.0,23.2,31.2,3.8,1550(370),3.3,17.5,,1.4
5,,Cb,35.4,4.9,22.2,31.4,3.9,1399 (334),3.1,14.9,,2.6
6,Difference (%),,0,-18,4,+1,+3,-10,6,-15,+86,+86
7,Green pie of Macedonia A,,55.9,5.2,14.5,21.0,2.6,931 (222),2.1,10.4,,1.4
8,,c,55.0,4.5,13.0,23.1,2.3,939 (224),1.9,9.4,,1.3
9,Difference (%),,-2,-13,-10,+10,-12,+1,-10,-10,-7,-7
10,Green pie of Hpeiros,A,44.2,7.6,18.3,27.1,2.0,1218 (291),3.9,12.1,,1.5
11,,c,44.1,5.9,21.3,25.2,1.8,1311 (313),3.9,14.9,,1.9
12,Difference (%),,0,22,+16,7,-10,+8,0,+23,+27,+27
