,0,1,2,3,4,5,6
0,Biodegradable,Regression,R2,Af,Bf,Ss,RMSE
1,plastic films,equation,,,,,
2,control,y=0.2321x+,0.9758,2.99,2.99,7.62,30.93
3,,0.8639x+,,,,,
4,,1.7889,,,,,
5,80%PGA20%,y=-0.5198x+,0.8176,1.83,0.58,7.11,2.99
6,PBAT,3.7817x,,,,,
7,,0.4444,,,,,
8,20%PGA80%,y=-1.2302x2,0.8102,1.15,1.02,0.13,1.83
9,PBAT,9.5317x-,,,,,
10,,5.4444,,,,,
11,60%PGA40%,y=-0.7302x,0.7384,1.16,1.01,0.17,1.28
12,PBAT,5.5429x-2.4,,,,,
13,PBAT,y=-0.379x+,0.9715,1.46,0.83,1.92,3.80
14,,3.7512x-,,,,,
15,,0.4556,,,,,
16,PGA,y=-0.8393x,0.9397,1.08,1.01,0.05,0.78
17,,6.9798x-,,,,,
18,,3.2556,,,,,
