,0,1,2,3,4,5,6,7,8,9
0,Method,Sample,LOD a,LOQ b,LRc,r2 d,RSD (%),EFf,ER%),Ref.
1,,,,,,,e,,,
2,DLLME-GC-FID h,Drinks and,0.19-0.21,0.65-0.71,0.65-1000,0.991-0.994,5.0-6.1,2900-2950,58-59,Farajzadeh et al.(2020a
3,,liquids,,,,,,,,
4,DSPE-DLLME-GC,Drinks and,1.24,4.11,4.11-800,0.996,5.7,205,,Farajzadeh et al.(2019)
5,FIDi,liquids,,,,,,,,
6,DMSPE-GC-MS j,Water and,0.1,0.3,0.5200,0.997,2.57.7,-,,Dargahi et al.(2018)
7,,plasma,,,,,,,,
8,DSPE-HPLC-MS h,Fruit jellies,0.24,0.72,10-250,0.998,7.6,-,-,Ma et al.2010
9,DSPE-GC-MS,Water samples,2,5,5-100,0.992-0.996,69,,=,Wu et al.2013)
10,AALLME-GC-,Drinks and,0.12,0.85,0.85-10000,0.999,3,1022,102,Farajzadeh and Afshar
11,FID!,liquids,,,,,,,,Mogaddam (2012)
12,DLLME- HPLC-,Water samples,0.64,,5-5000,0.999,4.3,196,-,Liang et al.(2008
13,VWD m,,,,,,,,,
14,DSPE-DLLME-GC-,Drinks and,0.88-1.04,2.903.43,3.45-500,0.994-0.998,4.2-6.4,200-340,40-68,Present method
15,FID n,liquids,,,,,,,,
