,0,1,2,3,4,5
0,,,the risks to public,"Roncarat, A",,
1,,,,"Zambon, S., di Domenico, A.",,
2,1-261.,,,"aquatic species. Sci. Total Environ.494-495,18-27.","aquatic species. Sci. Total Environ.494-495,18-27.",
3,,"ler,R.1993.Zink hazards to fish,wildlife and invertebrates:a synoptic re-view.US","ler,R.1993.Zink hazards to fish,wildlife and invertebrates:a synoptic re-view.US","Moreno-Sierra, D.,Berges-Tiznado, M.E.,Marquez-Farias, F.,Torres-Rojas,Y.E., Ruela","Moreno-Sierra, D.,Berges-Tiznado, M.E.,Marquez-Farias, F.,Torres-Rojas,Y.E., Ruela","Moreno-Sierra, D.,Berges-Tiznado, M.E.,Marquez-Farias, F.,Torres-Rojas,Y.E., Ruela"
4,Fish Wildlife Serv. Biol. Rep. 85.,Fish Wildlife Serv. Biol. Rep. 85.,,"Inzunza,J.R.,Paez-Osuna, F.,2016.Trace metals in target tissues and stomach","Inzunza,J.R.,Paez-Osuna, F.,2016.Trace metals in target tissues and stomach","Inzunza,J.R.,Paez-Osuna, F.,2016.Trace metals in target tissues and stomach"
5,,"S (Egyptian Organization for Standardization), 1993. Maximum Levels for Heavy","S (Egyptian Organization for Standardization), 1993. Maximum Levels for Heavy",contents of the top predator sailfish istiophorus platypterus from the Eastern pacific,contents of the top predator sailfish istiophorus platypterus from the Eastern pacific,contents of the top predator sailfish istiophorus platypterus from the Eastern pacific
6,,"Metal Concentrations in Food. ES 2360-1993, UDC: 546.19:815, Egypt.Maximum","Metal Concentrations in Food. ES 2360-1993, UDC: 546.19:815, Egypt.Maximum",concentrations and contrasting behavior of biomagnification. Environ. Pollution R,concentrations and contrasting behavior of biomagnification. Environ. Pollution R,concentrations and contrasting behavior of biomagnification. Environ. Pollution R
7,,"Levels for Heavy Metal Concentrations in Food.ES 2360-1993,UDC546.19:815,","Levels for Heavy Metal Concentrations in Food.ES 2360-1993,UDC546.19:815,","23,23791-23803",,
8,Egypt.,,,"Mun, J.G., Legette, L.L., Ikonte, C.J., Mitmesser, S.H., 2019. Choline and DHA in matern","Mun, J.G., Legette, L.L., Ikonte, C.J., Mitmesser, S.H., 2019. Choline and DHA in matern","Mun, J.G., Legette, L.L., Ikonte, C.J., Mitmesser, S.H., 2019. Choline and DHA in matern"
9,,"posito, M., Maglio, P., Hauber, T., Miedico, O., Serpe, F.P., Chiaravalle, E.A., 2012.","posito, M., Maglio, P., Hauber, T., Miedico, O., Serpe, F.P., Chiaravalle, E.A., 2012.",and infant nutrition: synergistic implications in brain and eye health. Nutrients 11,and infant nutrition: synergistic implications in brain and eye health. Nutrients 11,and infant nutrition: synergistic implications in brain and eye health. Nutrients 11
10,,Studio sulla contaminazione da metalli in prodotti ittici provenienti dall'area marina,Studio sulla contaminazione da metalli in prodotti ittici provenienti dall'area marina,"1125,1-16.",,
11,"di Crotone. La Rivista di Scienza dell'alimentazione 1,7-15","di Crotone. La Rivista di Scienza dell'alimentazione 1,7-15",,"Naji, A., Khan, F.R., Hassan Hashemi, S., 2016. Potential human health risk assessment","Naji, A., Khan, F.R., Hassan Hashemi, S., 2016. Potential human health risk assessment","Naji, A., Khan, F.R., Hassan Hashemi, S., 2016. Potential human health risk assessment"
12,,"MOFA (European Market Observatory for Fisheries and Aquaculture Products,2019","MOFA (European Market Observatory for Fisheries and Aquaculture Products,2019",trace metals via the consumption of marine fish in Persian Gulf. Mar.Pollut. Bull.,trace metals via the consumption of marine fish in Persian Gulf. Mar.Pollut. Bull.,trace metals via the consumption of marine fish in Persian Gulf. Mar.Pollut. Bull.
13,,European Commission. Monthly Highlights No.2/2019.pp 40. PDF ISSN,European Commission. Monthly Highlights No.2/2019.pp 40. PDF ISSN,"109,667-671",,
14,,,,"Official Journal of the European Union, 2006. Commission Regulation (EU) No. 1881","Official Journal of the European Union, 2006. Commission Regulation (EU) No. 1881","Official Journal of the European Union, 2006. Commission Regulation (EU) No. 1881"
15,,"JMOFA (European Market Observatory for Fisheries and Aquaculture Products), 2018.","JMOFA (European Market Observatory for Fisheries and Aquaculture Products), 2018.",2006 of 19 December 2006. Setting Maximum Levels for Certain Contaminants in,2006 of 19 December 2006. Setting Maximum Levels for Certain Contaminants in,2006 of 19 December 2006. Setting Maximum Levels for Certain Contaminants in
16,,"Il Mercato Ittico Dell'UE.Edizione 2018.Retrived Jannuary 31,2020 from. http://","Il Mercato Ittico Dell'UE.Edizione 2018.Retrived Jannuary 31,2020 from. http://",Foodstuffs. L 364/06.,,
17,www.eumofa.eu,www.eumofa.eu,,"Official Journal of the European Union, 2008. Commission Regulation (EU) No. 629/","Official Journal of the European Union, 2008. Commission Regulation (EU) No. 629/","Official Journal of the European Union, 2008. Commission Regulation (EU) No. 629/"
18,,"lco, G., Llobet, J.M., Bocio, A., Domingo, J.L., 2006. Daily intake of arsenic, cadmium,","lco, G., Llobet, J.M., Bocio, A., Domingo, J.L., 2006. Daily intake of arsenic, cadmium,",2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting Maximum,2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting Maximum,2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting Maximum
19,,"mercury, and lead by consumption of edible marine species. J. Agric. Food. Chem. 54,","mercury, and lead by consumption of edible marine species. J. Agric. Food. Chem. 54,",Levels for Certain Contaminants in Foodstuffs. L 173/6.Commission Regulation (EU,Levels for Certain Contaminants in Foodstuffs. L 173/6.Commission Regulation (EU,Levels for Certain Contaminants in Foodstuffs. L 173/6.Commission Regulation (EU
20,6106-6112.,6106-6112.,,No. 629/2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting,No. 629/2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting,No. 629/2008 of 2 July 2008 Amending Regulation (EC) No. 1881/2006 Setting
21,,"O (Food and Agriculture Organization,1987.Fiches FAO d'intentification des especes","O (Food and Agriculture Organization,1987.Fiches FAO d'intentification des especes",Maximum Levels for Certain Contaminants in Foodstuffs.L 173/6.,Maximum Levels for Certain Contaminants in Foodstuffs.L 173/6.,
22,,"pour les besoins de la peche.Mediterranee et mer noire.Zone de peche 37,Vol.II.","pour les besoins de la peche.Mediterranee et mer noire.Zone de peche 37,Vol.II.","Official Journal of the European Union,2014.Commission Regulation (EU No.488/","Official Journal of the European Union,2014.Commission Regulation (EU No.488/","Official Journal of the European Union,2014.Commission Regulation (EU No.488/"
23,Rome.1529 pp.,Rome.1529 pp.,,2014 of 12 May 2014 Amending Regulation (EC) No. 1881/2006 as Regards,2014 of 12 May 2014 Amending Regulation (EC) No. 1881/2006 as Regards,2014 of 12 May 2014 Amending Regulation (EC) No. 1881/2006 as Regards
24,,"O (Food and Agriculture Organization,2019.Globefish Highlights.A Quaterly Update","O (Food and Agriculture Organization,2019.Globefish Highlights.A Quaterly Update",Maximum Levels of Cadmium in Foodstuffs. L 138/75.,Maximum Levels of Cadmium in Foodstuffs. L 138/75.,
25,,"on World Seafood Markets. January 2019 ISSUE, with Jan. - Sep. 2018 Statistics. pp","on World Seafood Markets. January 2019 ISSUE, with Jan. - Sep. 2018 Statistics. pp","Official Journal of the European Union,2015. Commission Regulation (EU) No. 1005","Official Journal of the European Union,2015. Commission Regulation (EU) No. 1005","Official Journal of the European Union,2015. Commission Regulation (EU) No. 1005"
26,72..,,,2015 of 25 June 2015 Amending Regulation (EC) No.1881/2006 as Regards,2015 of 25 June 2015 Amending Regulation (EC) No.1881/2006 as Regards,2015 of 25 June 2015 Amending Regulation (EC) No.1881/2006 as Regards
27,,"O (Food and Agriculture Organization), 2018. The state of world fisheries and ac-","O (Food and Agriculture Organization), 2018. The state of world fisheries and ac-",Maximum Levels of Lead in Certain Foodstuffs. L 161/9.,Maximum Levels of Lead in Certain Foodstuffs. L 161/9.,
28,,quaculture 2018.In: Meeting the Sustainable Development Goals.Rome.227 pp,quaculture 2018.In: Meeting the Sustainable Development Goals.Rome.227 pp,"Okbah, M.A., Dango, E.A.S., El Zokm, G.M., 2018. Heavy metals in fish species from","Okbah, M.A., Dango, E.A.S., El Zokm, G.M., 2018. Heavy metals in fish species from","Okbah, M.A., Dango, E.A.S., El Zokm, G.M., 2018. Heavy metals in fish species from"
29,,"O/WHO (Food and Agriculture Organization/World Health Organization),2011","O/WHO (Food and Agriculture Organization/World Health Organization),2011","Mediterranean Coast, Tripoli Port (Libya): a comprehensive assessment of the po-","Mediterranean Coast, Tripoli Port (Libya): a comprehensive assessment of the po-","Mediterranean Coast, Tripoli Port (Libya): a comprehensive assessment of the po-"
30,,Report of the Joint FAO/WHO Expert Consultation on the Risks and Benefits of Fish,Report of the Joint FAO/WHO Expert Consultation on the Risks and Benefits of Fish,tential adverse effects on human health.Egyptian J.Aquatic Biol.Fisheries 22,tential adverse effects on human health.Egyptian J.Aquatic Biol.Fisheries 22,tential adverse effects on human health.Egyptian J.Aquatic Biol.Fisheries 22
31,,Consumption. Food and Agriculture Organization of the United Nations; Geneva,Consumption. Food and Agriculture Organization of the United Nations; Geneva,149-164.,,
32,"World Health Organization,Rome 50 pp.","World Health Organization,Rome 50 pp.",,"Ouedraogo, O., Amyot, M., 2011. Effects of various cooking methods and food compo","Ouedraogo, O., Amyot, M., 2011. Effects of various cooking methods and food compo","Ouedraogo, O., Amyot, M., 2011. Effects of various cooking methods and food compo"
