,0,1,2,3,4,5,6,7,8,9,10
0,,,,Fea,,Znb,,Cuc,,1,
1,,No.of,No.of,CV,No.of,CV,No.of,CV,No.of,No.of,CV
2,,,foods,mean,foods,mean,foods,mean,foods,,mean
3,,(range),,(range),,(range),,(range),,,(range)
4,Excellent,,,,,,,,,,
5,snurce,,1,48,0,,1,51,16,,118
6,,,,,,,,,,28-231,28-231
7,Good,,,,,,,,,,
8,source,,6,33,10,19,0,,17,,115
9,,{9-38,,11-77,,{9-38,,,,33-230,33-230
10,(Fair),,,,,,,,,,
11,source,,26,24,18,22,29,24,44,,146
12,,12-62,,11-63,,13-47,,12-62,,44-370,44-370
13,,a Iron: Excellert scurce = raisir bran cereal; gocd sources = oat ring,,,,,,,,,
14,,cereal;fried liver;fruit-flavored cereal;farina;,,,,,cereal;fried liver;fruit-flavored cereal;farina;,,,,
15,,"fresh/frozen, boiled spinach and chili con carne w/ beans.",,,,,,,,,
16,,beefbeef chuck;beef rourd;beef loin:lamb chop;fried liver;,,,,,,,,,
17,,beef and vegetab le stew and fast food hamburger.,,,,,beef and vegetab le stew and fast food hamburger.,,,,
