,0,1,2,3,4
0,Intakes per day,2005-2006,2007-2008,2009-2010,2011-2012
1,,n=480,n=528,n=664,n=682
2,Amount (g),174,162,165,169
3,,"157,191","149,175","158,172","160,178"
4,Energy (kJ),661,633,632,644
5,,"593,728","577,689)","604,661","608,681"
6,Total fat (g),1.9,1.9,2.1,2.1
7,,"1.7,2.2)","1.7,2.0","1.9,2.2","1.9,2.3"
8,Saturated fat (g),1.2,1.2,1.3,1.3
9,,"1.1,1.4","1.1,1.3","1.2,1.4","1.2,1.4"
10,Sodium (mg),106,98.7,98.8,104
11,,"94.7,117","87.1,110","93.9,104","98.4,110"
12,Carbohydrate (g),27.8,26.9,26.2,26.5
13,,"24.9,30.6","24.2,29.6","24.8,27.6","24.6,28.3)"
14,Total sugars (g),24.2,23.3,21.8,22.9
15,,"(19.9, 28.4)","21.1,25.4","20.8,22.7","20.5,25.4"
16,Protein (g),7.9,7.3,7.5,7.8
17,,"7.1, 8.6)","(6.7, 7.9)","7.1,7.8","7.4,8.2"
