,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,,,Flavan-3-ols,,,,,Flavonols,,,,,
1,,,,,FA1,FA2,FA3,,Total,FO1,,FO2,,FO3,Total
2,Flesh color,,White,,2.43,0.95,2.84 a,,6.21 a,0.36 b,,0.79 b,,0.08 b,1.23 b
3,Flesh color,,Red,,1.49,0.73,1.34 b,,3.57 b,15.59 a,,16.27 a,16.27 a,0.56 a,32.41 a
4,,,p,,ns,ns,**,,*,***,,***,,***,***
5,Cultivar,,IB,,3.04 bcd,1.22 bcd,2.88 cd,,7.14 bc,0.26 e,,0.65 e,,0.06 f,0.96 d
6,,,IS,,3.21 bc,1.36 abc,3.96 b,,8.53 b,0.31 e,,0.61 e,,nd,0.91 d
7,,,M1,,2.39 cde,1.08 cd,1.53 fg,,4.99 d,18.81 a,,17.66 b,17.66 b,0.69 a,37.16 a
8,,,M3,,0.06 g,0.18 f,0.37 hi,,1.05 gh,16.88 b,,20.29 a,20.29 a,0.57 b,37.74 a
9,,,ML,,0.06 g,0.18 f,0.16 i,,0.40 h,13.92 c,,15.42 c,15.42 c,0.54 b,29.88 b
10,,,MN,,3.17 bc,1.32 bc,3.33 bc,,7.83 b,12.74 d,,11.69 d,11.69 d,0.44 c,24.86 c
11,,,ND,,1.69 ef,0.55 ef,2.08 ef,,4.33 de,0.66 e,,1.17 e,,0.13 de,1.95 d
12,,,NN,,4.78 a,1.69 a,5.19 a,,11.66 a,0.45 e,,1.19 e,,0.10 def,1.41 d
13,,,NN,,3.61 b,1.33 bc,3.74 b,,8.68 b,0.67 e,,1.19 e,,0.08 ef,1.94 d
14,,,RB,,0.96 fg,0.33 f,1.79 ef,,3.09 ef,0.30 e,,0.84 e,,0.15 d,1.29 d
15,,,RL,,0.69 g,0.36 f,1.53 fg,,2.59 efg,0.46 e,,1.27 e,,0.10 def,1.83 d
16,,,SF,,0.47 g,0.21 f,0.92 gh,,1.59 fgh,0.27 e,,0.71 e,,0.09 def,1.07 d
17,,,SR,,2.19 de,0.88 de,2.51 de,,5.58 cd,0.12 e,,0.34 e,,0.06 f,0.51 d
18,,,Ss,,3.63 b,1.51 ab,3.75 b,,8.88 b,0.10 e,,0.30 e,,0.07 f,0.47 d
19,,,P,,***,***,***,,***,***,,***,,***,***
20,,,,Hydroxycinnamic acids,Hydroxycinnamic acids,,,,Anthocyanins,,,,,,Total
21,,,,,,,HA4,,,,,,,,polyphenols
22,,,,HA1,HA2,HA3,HA4,Total,AN1,AN2,AN3,,AN4,Total,
23,Flesh color,White,White,4.84,0.08,6.96 b,0.17 b,12.05 b,3.56 b,0.13 b,0.02 b,,nd,3.71 b,23.20 b
24,,Red,,5.77,0.09,28.61 a,0.47 a,34.95 a,15.73 a,2.69 a,0.17 a,,0.62,19.21 a,90.13 a
25,,P,,ns,ns,***,***,***,***,***,***,,,***,***
26,Cultivar,IB,,2.17 d,0.02 de,7.34 f,0.09 f,9.62 c,3.80 fg,0.10 de,0.02 ef,,nd,4.30 fg,21.64 ef
27,,IS,,8.99 a,0.11 bc,12.53 d,0.25 c,21.87 b,4.11 f,0.17 de,0.02 ef,,nd,4.30 fg,35.62 d
28,,M1,,6.74 b,0.11 bc,40.87 a,0.64 b,48.36 a,14.38 c,2.38 b,0.18 b,,0.75 b,17.68 c,108.19 a
29,,M3,,4.40 c,0.05 de,18.37 c,0.27 c,23.09 b,17.53 b,3.12 a,0.27 a,,0.94 a,21.87 b,83.75 c
30,,ML,,3.60 cd,0.10 c,19.18 c,0.26 c,23.14 b,21.15 a,3.24 a,0.13 c,,0.45 c,24.97 a,78.39 c
31,,MN,,8.32 ab,0.12 bc,36.04 b,0.73 a,45.21 a,9.85 d,2.02 c,0.11 d,,0.33 d,12.31 d,90.21 b
32,,ND,,4.78 c,0.14 ab,3.78 h,0.14 ef,8.85 cd,3.08 g,0.13 de,0.02 ef,0.02 ef,nd,3.23 g,18.36 f
33,,NJ,,3.86 cd,0.11 bc,4.63 gh,0.18 de,8.78 cd,3.01 g,0.10 de,0.01 ef,0.01 ef,nd,3.13 g,24.98 e
34,,NN,,9.87 a,0.17 a,8.95 ef,0.22 cd,19.20 b,4.22 f,0.24 d,0.02 ef,,nd,4.47 f,34.30 d
35,,RB,,7.93 ab,0.16 a,10.67 de,0.27 c,19.03 b,3.59 fg,0.18 de,0.02 ef,,nd,3.78 fg,27.18 e
36,,RL,,3.51 cd,0.04 de,4.00 h,0.09 f,7.63 cd,5.44 e,0.12 de,0.03 e,,nd,5.59 e,17.64 f
37,,SF,,2.56 cd,0.02 e,6.48 fg,0.17 de,11.04 c,3.78 fg,0.09 de,0.01 ef,,nd,3.13 g,17.60 f
38,,SR,,3.03 cd,0.05 d,6.48 fg,0.18 de,9.75 c,3.02 g,0.05 e,0.01 f,,nd,3.13 g,18.97 f
39,,Ss,,1.71 d,0.02 de,2.87 h,0.10 f,4.69 d,1.58 h,0.05 e,nd,,nd,1.63 h,15.69 f
40,,p,,***,***,***,***,***,***,***,***,,***,***,***
