,0,1,2,3,4,5,6,7,8
0,,,Concentration Per l00 Kcal****,Concentration Per l00 Kcal****,Concentration Per l00 Kcal****,,Percentage of Label Declaration,Percentage of Label Declaration,Percentage of Label Declaration
1,Formulation Base,Formulation Base,Na(mg),K(mg),clmg,,Na,K,c1
2,Milk,78)*,32gb**,112+17b,656a,,108l6a,ll6lga,104ga
3,SOy,(57),45ga,13023a,67l1a,67l1a,10521a,11721a,l05ga
4,Overall Mean (135),Overall Mean (135),3811,12021,669,,10618,11620,1059
5,"Milk,Firm A","Milk,Firm A",---***,,,,--,--,
6,,B(33),378a,11414a,676a,,11017a,111+17b,1048b
7,,C(22),336b,11523a,676a,,l01tlga,100+11c,965
8,,D23),243,106loa,602b,,10913a,128l3a,1104a
9,"Soy, Firm",A24,48+6ba,14822a,6311b,6311b,9611b,13322a,1006b
10,,B(7),424bc,11513b,794a,,102lob,l03lob,101+4b
11,,c(11),5011a,12117b,7313a,7313a,10416b,10413b,1007b
12,,D15),378,1167b,643b,,12427a,1077b,1165a
13,Infant Formula,,,,,,,,
14,Act Requirements,Act Requirements,Min--Max,Min--Max,,Min--Max,,,
15,As of 1980,,20-60,80-200,,55-150,,,
16,As of 1985,,20-60,80-200,,55-150,,,
