,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Fatty acids,C16:0,,C18:0,,C18:1,,C18:2,,C18:3,,C20:1,
1,Moisture,1 day,90 days,1 day,90 days,1 day,90 days,1 day,90 days,1 day,90 days,1 day,90 days
2,content (%),,,,,,,,,,,,
3,0,7.10 ,7.20 ,2.50 ,2.50 ,10.60 ,10.51 ,18.80 ,18.70 ,58.70 ,58.60 ,1.10 ,1.12 
4,,0.01aA,0.01a,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01a4,0.01aA
5,2.5,7.10 ,7.60 ,2.50 ,2.50 ,10.50 ,10.80 ,18.90 ,18.80 ,58.60 ,57.80 ,1.11 ,1.12 
6,,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01a4,0.01aA,0.01a4,0.01aA,0.01aA,0.01a4,0.01aA
7,5,6.60 ,7.50 ,2.40 ,2.70 ,10.70 ,10.50 ,18.90 ,18.70 ,58.10 ,58.70 ,1.13 ,1.10 
8,,0.01bA,0.01aB,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA
9,7.5,6.90 ,7.10 ,2.60 ,2.80 ,10.80 ,10.70 ,19.00 ,18.90 ,58.50 ,58.50 ,1.10 ,1.10 
10,,0.01a4,0.01a4,0.01aA,0.01aA,0.01a4,0.01a4,0.01a4,0.01aA,0.01aA,0.01aA,0.01a4,0.01aA
11,10,7.30 ,7.50 ,2.40 ,2.70 ,10.40 ,10.70 ,18.80 ,19.10 ,59.40 ,57.70 ,1.11 ,1.15 
12,,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01aA,0.01a,0.01aA,0.01bA,0.01aB,0.01a4,0.01aA
