,0,1,2,3
0,,Muscle,Shell,Liver
1,Crmgkg-1,,,
2,S1-S10,20.865.27b,28.708.34a,18.915.50b
3,Minimum-maximum,14.29-32.93,20.58-43.29,9.88-27.26
4,Sw,18.43,31.87,8.95
5,Cu(mgkg1,,,
6,S1-S10,24.26 8.36b,30.869.84b,126.4290.92a
7,Minimum-maximum,12.82-42.50,14.72-48.71,44.85-343.58
8,Sw,30.37,20.49,47.27
9,Fe(mgkg-1,,,
10,S1-S10,61.3530.76b,55.0717.72b,124.0456.15a
11,Minimum-maximum,26.17-111.54,40.24-95.46,58.47-248.57
12,Sw,149.01,51.43,51.71
13,Mn(mgkg-1),,,
14,S1-S10,5.332.50b,10.724.34a,8.795.29ab
15,Minimum-maximum,1.72-8.97,7.79-19.13,3.23-20.09
16,Sw,6.73,13.16,10.69
17,Zn(mgkg-1),,,
18,S1-S10,171.56118.74a,51.8410.94b,111.7484.67ab
19,Minimum-maximum,87.10-447.82,39.24-69.19,75.36-176.88
20,Sw,98.71,23.26,93.97
21,Cd(mgkg-1),,,
22,S1-S10,n.d.,n.d.,3.301.29
23,Minimum-maximum,,,1.81-5.53
24,Sw,n.d.,n.d.,1.97
25,Pb (mgkg-1),,,
26,S1-S10,n.d.,n.d.,n.d.
27,Sw,n.d.,n.d.,n.d.
28,Comgkg-1,,,
29,S1-S10,n.d.,n.d.,n.d.
30,Sw,n.d.,n.d.,n.d.
31,Moisture (g kg-1),737.9  3.4a,609.021.0b,577.227.5c
