,0,1,2,3,4,5,6,7,8,9,10
0,,Manual dehulling,,,Thermal dehulling,,,Dehulling by drying,Dehulling by drying,,
1,Fraction,,,,,,,,,,Commercial
2,,QP,QR,QI,QP,QR,QI,QP,QR,QI,
3,Fiber,,,,,,,,,,
4,HC,15.01.3ab,13.40.8a,19.2 0.1bc,34.6  0.7e,18.9  0.3bc,30.9  0.7de,23.1 0.7cB,17.9  0.4bA,28.6  0.7dc,13.4  0.5A
5,LC,4.7  0.0b,2.2  0.2a,1.8  0.2a,2.1  0.2a,2.4  0.3a,2.2  0.4a,3.0  0.1aA,2.7  0.1aa,2.8  0.3aA,2.8  0.3A
6,TF,19.7  1.3b,15.6 0.6a,21.0  0.1b,36.7  0.9e,21.4  0.ob,33.1  0.1de,26.1  0.7cc,20.5  0.3bB,31.4  1.0dD,16.3  0.2A
7,Starch,,,,,,,,,,
8,RDS,1.9  0.5e,2.1  0.1b,1.3  0.0a,11.60.1ab,3.10.3c,6.1  0.2d,3.4  0.0cD,2.1  0.0bB,1.2 0.0aA,2.6  0.1c
9,SDS,8.9  0.1c,0.50.0,1.3  0.0a,19.0  0.1e,3.4  0.3b,14.1  1.4d,3.9  0.5bB,0.2  0.1aA,0.6  0.0aA,0.20.1A
10,TDS,10.9  0.7c,2.70.1a,5.2  0.3b,38.9  0.1e,9.3  0.1c,27.6  0.od,9.9  1.1cB,2.5  0.1aA,3.4  0.2aa,2.7  0.1A
11,RS,31.0  1.18,21.9  1.5ef,24.5  0.4f,7.5  0.0a,12.8  0.4bc,9.4  0.4ab,20.2  1.9defA,16.0  0.5cdA,18.3  1.7deA,27.1  0.4B
12,TS,41.9  0.4de,24.6  1.4b,29.7  0.2c,46.4  0.0e,22.1  0.3ab,37.0  0.4d,30.1  2.9cB,18.5  0.4aA,21.71.5abA,29.7  0.5B
13,Sugars,,,,,,,,,,
14,Saccharose,n.d.,0.3  0.0,n.d.,n.d.,4.9  0.2,n.d.,n.d.,4.3  0.1,n.d.,n.q.
15,Maltose,n.d.,n.q.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
16,Glucose,2.3  0.1e,4.9  0.1f,1.0  0.ob,2.3  0.0e,2.3  0.1e,1.3  0.0c,2.2  0.01ec,1.7  O.1dB,0.6  0.0aA,5.0  0.1
17,Mannose,0.7  0.1b,1.5  0.0d,0.7  0.ob,0.7  0.0ab,1.6  0.0d,0.7  0.0ab,1.0  0.0cB,1.5  0.1dc,0.6  0.0aA,3.5  0.1
18,Fructose,2.4  0.1de,4.9  0.2f,1.5  0.1b,2.4  0.1de,2.2  0.1cd,1.7  0.1bc,2.2  0.1cdB,2.9  0.4eB,0.6  0.0aA,4.9  0.2c
19,TSS,5.3  0.2c,11.5  0.3e,3.1  0.2b,5.4  0.1c,11.1  0.3e,3.6  0.1b,5.3  0.1cB,9.9  0.8dc,1.7  0.1aA,13.4  0.3b
