,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,Fatty acid,Fatty acid,,,,,,,,,,,,,,
1,,14:0,15:0,16:0,16:1,17:0,18:0,18:1,18:2,18:3,20:0,20:1,22:0,22:1,24:0,24:1,Other F.A.
2,Lipid (on,0.205,0.446**,0.178,0.130,0.121,0.093,0.000,0.216,0.148,0.037,0.147,0.182,0.214,0.202,0.200,0.223
3,dry basis),,,,,,,,,,,,,,,,
4,14:0,,0.053,0.451**,0.016,0.105,0.751**,0.082,0.704**,0.521**,0.311*,0.073,0.164,0.161,0.192,0.318*,0.337*
5,15:0,,,0.144,0.000,0.126,0.211,0.298*,0.133,0.099,0.117,0.325*,0.272,0.200,0.431**,0.558**,0.180
6,16:0,,,,0.257,0.074,0.579**,0.627**,0.513**,0.188,0.230,0.368**,0.180,0.435**,0.523**,0.602**,0.555**
7,16:1,,,,,0.097,0.138,0.442**,0.183,0.271,0.305*,0.212,0.232,0.322*,0.087,0.238,0.179
8,17:0,,,,,,0.028,0.048,0.042,0.007,0.108,0.011,0.048,0.185,0.100,0.111,0.018
9,18:0,,,,,,,0.046,0.684**,0.609**,0.277*,0.065,0.412**,0.274*,0.506**,0.557**,0.551**
10,18:1,,,,,,,,0.338*,0.522**,0.431**,0.559**,0.284*,0.352*,0.299*,0.450**,0.266
11,18:2,,,,,,,,,0.796**,0.279*,0.206,0.470**,0.124,0.254,0.229,0.342*
12,18:3,,,,,,,,,,0.337*,-0.350*,0.407**,0.056,0.199,0.195,0.228
13,20:0,,,,,,,,,,,0.504**,0.067,0.366**,0.306*,0.114,0.142
14,20:1,,,,,,,,,,,,0.063,0.403**,0.356**,0.350*,0.416**
15,22:0,,,,,,,,,,,,,0.006,0.353*,0.032,0.380**
16,22:1,,,,,,,,,,,,,,0.529**,0.438**,0.276*
17,24:0,,,,,,,,,,,,,,,0.611**,0.461**
18,24:1,,,,,,,,,,,,,,,,0.417**
