,0,1,2,3,4,5,6,7,8,9,10,11,12
0,MAR,,,,DANO,,,ENRO,,,SARA,,
1,Added,,Found,Rec,Added,Found,Rec,Added,Found,Rec,Added,Found,Rec
2,BL,,,,,,,,,,,,
3,1,90,99 (1),110,0,nd,,0,nd,,71,63 (1),88
4,2,0,nd,-,200,188 (10),94,375,345 (4),92,467,429 (1),92
5,3,189,209 (2),110,90,96 (1),107,120,132,110,120,103(4),86
6,4,243,264 (1),108,0,nd,111,80,75(1),94,154,148 (3),96
7,5,0,239 (8),-,138,154 (3),111,267,244 (9),91,0,nd,
8,6,227,239 (8),105,54,52 (1),96,0,nd,,96,88(3),91
9,7,0,nd,,106,100 (3),94,141,144 (11),102,0,nd,-
10,PM,,,,,,,,,,,,
11,1,180,180 (4),100,51,53 (1),104,71,78 (6),109,0,nd,-
12,2,203,207 (2),102,58,55 (1),95,77,77 (1),100,161,167 (3),104
13,3,0,nd,-,106,102 (1),96,176,175 (10),99,353,362 (10),102
14,4,420,371 (4),88,120,123 (7),103,160,143 (9),89,333,375 (8),112
15,5,252,252 (8),100,0,nd,-,80,86 (2),107,200,229 (1),114
16,6,315,387 (1),123,90,94 (4),105,150,151 (1),101,300,287 (1),96
17,7,0,nd,-,243,248 (3),102,231,21 6 (7),93,0,nd,-
18,,,tcal=1.64,,,tcal=0.35,,,tcal=0.52,,,,tcal=0.62
19,,,"t8, 0.05=1.85",,,"t10,0.05=1.81",,,"t(11, 0.05=1.79",,,,"t(9, 0.05=1.83"
