,0,1,2,3,4
0,Sorbent,Compound,,,
1,,1,2,3,4
2,A,2.0 0.02,2.4  0.03,1.20.03,1.00.01
3,B,11.80.08,10.70.05,9.50.08,8.90.02
4,C,7.9 0.07,7.5 0.06,6.3  0.09,6.90.03
5,D,6.60.02,6.10.08,5.80.12,4.90.05
6,E,91.60.19,79.2 0.2,73.50.21,78.90.17
7,F,12.50.03,12.80.12,11.80.09,11.10.03
8,G,15.90.13,17.10.09,16.7  0.1,15.40.03
9,H,15.10.09,15.90.06,14.90.09,14.70.05
10,I,12.50.07,11.90.1,11.50.03,12.00.17
11,L,23.70.13,25.00.08,21.80.05,19.80.11
12,M,21.7 0.08,21.60.15,20.60.13,19.90.12
13,N,23.7 0.07,22.9  0.12,21.70.21,21.70.11
14,0,17.80.05,17.10.09,16.80.11,16.20.09
15,P,4.60.03,4.80.05,3.90.09,4.00.08
16,Q,68.40.14,70.80.27,68.40.13,69.10.23
17,R,"32,90.11",33.60.16,30.00.04,31.50.12
18,S,40.80.11,39.40.07,38.1 0.08,37.90.11
19,T,35.50.15,35.00.09,34.90.05,31.00.12
20,U,50.00.19,49.80.11,45.00.09,48.8 0.02
