,0,1,2,3,4,5,6,7,8,9
0,,Species,Year,N,TL(mm),wt(g),Moisture,Fat,Protein,Ash
1,,,,,,,,,,%
2,Aspe,,1987,6,500+210,1400930,701.6,7.30.82,211.6,1.40.36
3,(Aspius aspius),(Aspius aspius),1988,6,400+200,700520,701.3,6.20.93,231.9,1.10.47
4,Bream,Bream,1987,8,36010,500240,78+0.9,0.70.22,201.4,1.20.62
5,Abramis brama),Abramis brama),1988,9,30018,400200,780.8,1.40.15,191.1,1.0+0.53
6,Carp,,1987,6,31057,500120,78+0.6,1.00.10,19+0.9,1.50.23
7,(Cyprinus carpio),(Cyprinus carpio),1988,8,36062,500130,790.4,1.2+0.22,190.7,1.40.20
8,Crucian carp,Crucian carp,1987,8,18034,20032,791.1,1.6+0.33,180.7,1.10.18
9,(Carassius carassius),(Carassius carassius),1988,9,17029,19029,801.9,1.20.20,180.8,1.0+0.36
10,Chub,,1987,6,34046,350t 47,78+0.7,1.40.37,191.2,1.2+0.23
11,(Leuciscus cephalus),(Leuciscus cephalus),1988,9,35049,38056,781.2,1.70.29,201.4,1.10.38
12,Ide,,1987,6,28035,150+26,790.9,1.70.52,191.4,1.20.34
13,(Leuciscusidus,(Leuciscusidus,1988,10,29038,150 29,780.7,1.40.41,191.2,1.30.22
14,Nase,,1987,8,33036,33036,801.3,1.1+0.58,181.8,1.3+0.47
15,(Chondrostoma nasus,(Chondrostoma nasus,1988,10,32037,33042,801.4,0.90.72,181.6,1.4+0.33
16,Pike-perch,Pike-perch,1987,8,27024,200+19,800.8,0.6+0.20,201.6,1.2+0.24
17,(Lucioperca lucioperca),(Lucioperca lucioperca),1988,9,30036,22031,771.1,0.80.36,211.0,1.1+0.32
18,Rudd,,1987,12,18025,10012,770.8,2.50.38,191.5,1.00.29
19,(Scardinius erythrophthalmus)1988,(Scardinius erythrophthalmus)1988,(Scardinius erythrophthalmus)1988,8,17018,8015,781.0,1.80.63,191.0,0.90.37
20,Sheatfish,Sheatfish,1987,6,400130,700420,781.2,3.20.79,180.6,1.00.24
21,Silurus glanis),Silurus glanis),1988,6,400140,700430,780.8,3.80.46,180.7,1.10.31
22,Tench,Tench,1987,6,21025,20020,781.3,1.7+0.64,191.1,1.00.30
23,Tinca tinca,Tinca tinca,1988,7,23022,21023,791.0,1.2+0.43,191.4,1.10.21
