,0,1,2,3,4,5,6,7
0,Samplea,GIeb,Xyl,Gal,Ara,Man,Total experimentalf,Total calculatedg
1,TB:WEP-IC,61.61.7a,16.40.8c,2.60.1a,13.81.0c,0.7 0.2a,95.1b,90.8b
2,TB:WEP-II,60.10.1b,19.2 0.9b,2.50.0a,15.90.3b,0.60.1a,98.4a,93.5a
3,TB:WEP-III,43.0  0.6c,27.0  1.2a,2.60.1a,16.70.3a,0.60.1a,90.0c,84.3c
4,RB:WEP-I,69.41.5b,12.20.2b,1.70.1a,6.50.1b,1.00.0a,90.8c,87.8b
5,RB:WEP-II,76.30.4a,12.10.1b,1.70.0a,6.60.1b,0.9 0.0a,97.5a,94.5a
6,RB: WEP-III,44.8  1.1c,35.4 1.3a,1.70.0a,8.90.1a,1.00.0a,91.7b,85.9c
7,WB:WEP-I,43.8  0.6a,27.51.1b,2.8  0.9a,18.11.3b,"0.70.1a,b",92.9b,86.9b
8,WB:WEP-II,43.80.7a,27.70.1b,2.9  0.0a,18.20.1b,1.00.0a,93.5a,87.5a
9,WB:WEP-III,29.20.4b,37.5  0.8a,2.80.1a,21.40.7a,NDh,93.5a,83.5c
10,TF:WEP-I,72.6  0.4a,9.6  0.5c,1.70.1a,4.1 0.2c,"0.90.0a,b",89.0a,86.6a
11,TF:WEP-II,68.3 0.8b,11.10.3b,1.80.0a,5.80.0b,1.10.0a,88.0b,85.3b
12,TFWEP-III,58.6 0.8c,15.90.7a,1.70.1a,7.50.5a,1.20.1a,85.1c,81.6c
13,TS:WEP-I,5.8  0.3a,25.2 1.6c,1.20.3a,4.10.9c,ND,36.2a,52.4a
14,TS:WEP-II,5.70.3b,29.81.1b,1.20.0a,8.00.6ab,ND,44.7b,50.0b
15,TS:WEP-III,4.5  0.2c,30.61.1a,1.00.0a,8.60.7a,ND,44.6b,49.7c
