,0,1,2,3,4,5,6,7,8,9,10
0,,,,,1983-4,,,,,1990-91,
1,,Nutrient,Previous,,,,Revised,,,Revised,
2,,,,%energy,,,% energy,% energy,,%energy,%energy
3,Protein,,,,,,,,,,
4,Total,,96.3g,11,,97.2g,,13,103.0g,,13
5,Vegetable: animal ratio,Vegetable: animal ratio,0.6,NA,,0.6,,NA,0.6,,NA
6,Fat,,,,,,,,,,
7,Total,,145.0g,37,,119.0g,,34,119.0g,,34
8,Vegetable:animal ratio,Vegetable:animal ratio,0.6,NA,,0.7,,NA,0.8,,NA
9,Carbohyarate,Carbohyarate,,,,,,,,,
10,Total,,406.0g,45,,375.0g,,48,385.0g,,47
11,Refined sugars,Refined sugars,126.0g,14,127.0g,127.0g,,16,123g,,15
12,Other sugars,Other sugars,ND,ND,,57.3g,,7.1,59.3g,,7
13,Starch,,ND,ND,,190g,,25,203g,,26
14,Refined sugars : other,Refined sugars : other,0.4,NA,,0.5,,NA,0.5,,NA
15,carbohydrates ratio,carbohydrates ratio,,,,,,,,,
16,Dietary fibre,Dietary fibre,ND,NA,,19.8g,,NA,23.0g,,NA
17,Ethanol,,21.8g,4,,20.2g,,5,17.5g,,4
18,Alcoholic beverages,Alcoholic beverages,386ml,6,,386ml,,6,355ml,,5
19,Energy,,14400kJ,100,12900kJ,12900kJ,12900kJ,100,13100kJb,13100kJb,100
