,0,1,2,3
0,Province of,Area of,Concentration(mg/L+SD,Concentration(mg/L+SD
1,production,production,,
2,,,Benzoic acid,Sorbic acid
3,Chiangmai,North,7.200.00,3.610.03
4,Phayao,North,7.400.03,3.680.01
5,Khonkaen,North-east,1.29+0.12,0.160.03
6,Singburi 1,Centre,7.240.01,3.670.01
7,Singburi 2,Centre,2.460.09,Not
8,,,,detected
9,Singburi 3,Centre,0.290.01,0.10+0.00
10,Pathumthani,Centre,0.52+0.03,0.780.01
11,Ratchaburi,Centre,1.320.02,0.960.03
12,Samutsakhon,Centre,2.990.16,0.94+0.13
13,Krabi,South,7.230.03,3.660.01
