,0,1,2,3,4,5,6,7,8
0,"Tocopherols,%",Accessions of cowpea,Accessions of cowpea,,,,,,
1,,87209007,,95210073,,A4E008,,A4E007,
2,,%wt of total,mg/100 g seeds,%wt of total,mg/100g seeds,%wt of total,mg/100g seeds,%wt of total,mg/100 g seeds
3,-Tocopherol,0.1  0.0,0.01,0.2  0.05,0.04,0.1  0.0,0.02,0.1  0.0,0.01
4,-Tocopherol,1.10.1,0.14,0.1  0.0,0.02,0.10.0,0.02,0.1  0.0,0.01
5,-Tocotrienol,_b,-,0.5  0.05,0.10,0.9  0.1,0.19,1.10.1,0.06
6,-Tocopherol,49.0  0.5,6.00,44.2  0.2,9.13,44.0  0.5,9.23,66.6 0.6,3.32
7,-Tocotrienol,2.6  0.2,0.32,1.6 0.1,0.33,1.6 0.1,0.34,1.40.05,0.07
8,-Tocotrienol,47.2  0.5,5.82,52.8  0.7,10.91,52.3  0.5,10.97,30.3  0.3,1.51
9,-Tocotrienol,-,-,0.6  0.05,0.12,1.00.1,0.21,0.4  0.02,0.02
