,0,1,2,3,4,5,6,7,8,9,10,11
0,,,,,Peaches l mo),,Pears 1 mo),,,Pineapple,,
1,,,,,,,,1Mo,12Mo,,1Mo,12Mo
2,,,,Solid,Liquid,Solid,Liquid,Solid,Solid,,Liquid,Liquid
3,inc,HS H,HS H,0.110.02,0.080.02,0.080.02,0.060,0.08.02),0.110.02C+,0.08(0.02),0.08(0.02),0.080.
4,,,,0.070.01,0.060,0.090.02,0.070.01),0.07(0.02),0.140.04C,0.07(0.02),0.07(0.02),0.13(0.
5,,,,,,,,,,,,
6,,,H,.110.05,0.090.05),0.08(0.02,0.070.01,0.09(0.04),0.140.05C,0.090.02),0.090.02),0.110.
7,,,S,0.10(0.03,0.09(0.05),0.09(0.02),0.080.01,0.08(0.01),0.090.02C,0.10(0.05,0.10(0.05,0.09(0.
8,langanese,HS H,HS H,0.050.01,0.060.01,0.040.01+,0.030.01B,0.830.42,0.80(0.36,,0.81(0.42,0.76(0.
9,,,S,0.050.01,0.05(0.03,0.04(0.01),0.030B,0.890.49,0.95(0.44),0.86(0.44),0.86(0.44),0.92(0.
10,,J,H,0.05(0.02),0.05(0.02),0.040.01,0.D50.01A,1.060.42),1.09(0.44),1.040.38,1.040.38,1.10(0.
11,,,,0.060.01),0.050.01,0.02D,0.020B,1.22(0.43),1.27(0.45,1.180.41,1.180.41,1.250.
12,opper,HS H,HS H,0.04(0.01)+,0.02(0.01,0.06(0.01,0.05(0.01),0.090.01+,0.17(0.02+,0.03(0.01,0.03(0.01,0.040)
13,,,,U.U5(0+,0.02(0,0.070.01+,0.06(0.02),0.07(0.02+,0.140.05+,0.02(0.01),0.02(0.01),0.03(0.
14,,J,H,0.08(0.03),0.05(0.06,0.060.01),0.05(0.01),0.260.17+,0.160.01+,,0.04(0.01),0.05(0.
15,,,,0.08(0.04),0.05(0.06),0.070.01,0.07.01,0.160.05+,0.110.01)+,,0.05(0.03),0.04(0.
16,ron,HS H,HS H,0.170.02,0.16(0.03,0.40(0.22,0.33(0.17,0.210.12,0.28(0.13),0.21(0.10),0.21(0.10),0.23(0.
17,,,,0.13(0.26,0.210.09,0.310.07),0.25(0.07),0.28(0.19),0.400.25,0.29(0.19),0.29(0.19),0.380.
18,,J,H,0.250.06,0.24(0.06,0.47(0.41,0.44(0.40),0.18(0.06),0.29(0.08),,0.19(0.04),0.410.
19,,,S,0.23(0.14,0.24(0.12),0.33(0.12,0.310.14),0.18(0.02),0.27(0.10),0.270.13,0.270.13,0.24(0.
