,0,1,2,3,4,5,6,7,8
0,Food,Moisture,n,Zn,Ca,Phytate Phy:Zn Ca:Phy,Phytate Phy:Zn Ca:Phy,Phytate Phy:Zn Ca:Phy,[Cal[phy]b
1,,,,,,,,,[Zn]
2,Vegetables and Roots,,,,,,,,
3,Pupkin leafc,89,4,6.7,1073,310,4.6,57.0,1.23
4,,,,(0.7),(118),(34),,,
5,Chinese Cahbagec 94,Chinese Cahbagec 94,6,11.8,1612,80,0.7,331.6,0.27
6,,,,0.7),(97),(5),,,
7,Bonongwec,84,4,8.3,2242,240,2.9,153.8,1.60
8,,,,(1.3),359),(38),,,
9,Cassava leafc,78,1,5.5,810,190,3.4,70.2,0.69
10,,,,1.2),(178),(42),,,
11,Okra leafc,79,1,8.7,2450,460,5.2,87.7,3.20
12,,,,1.8),(514),(97),,,
13,Cassavad,63,4,1.6,70,160,9.9,7.2,0.17
14,,,,(0.6),(26),(59),,,
15,Sweet potatod,70,7,0.9,80,40,4.4,32.9,0.09
16,,,,(0.3),(24),(12),,,
17,Fruits,,,,,,,,
18,Avocado pear,78,5,1.5,30,50,3.3,9.9,0.02
19,,,,(0.3),(7),(11),,,
20,Banana,72,8,0.9,32,80,8.8,6.6,0.07
21,,,,(0.2),(9),(22),,,
22,Mangod,86,8,0.7,76,140,19.8,8.9,0.38
23,,,,(0.1),(11),(20),,,
24,Mango raw/ripe,82,10,0.6,66,140,23.1,7.8,0.38
25,,,,(0.1),(12),25,,,
