,0,1,2,3,4,5,6,7
0,Phenols,Treatments,,,,,,p value
1,Hydroxycinnamic acids,,,,,,,
2,cis-Caftaric,0.79  0.02a,0.80  0.05a,0.67 0.05b,0.62  0.03b,0.83  0.03a,0.66  0.03b,<0.001
3,trans-Caftaric acid,3.68  0.07e,5.71  0.15d,9.71 0.20,37.23  2.70a,27.06  0.07b,5.90  0.12d,<0.001
4,Caffeic acid,11.37 0.10b,10.580.05,11.25 0.11b,8.98  0.09d,8.86  0.04d,12.62  0.08a,<0.001
5,p-Coumaric acid,0.97 0.04d,0.84  0.01f,1.05  0.02c,1.400.04a,1.250.01b,0.91 0.05e,<0.001
6,Ferulic acid,1.34  0.00d,1.30  0.01d,1.49  0.03b,1.52  0.01a,1.53  0.02a,1.43 0.02c,<0.001
7,Total HCA,17.360.05,18.43  0.09e,23.490.08,49.142.84,38.69  0.13b,20.85  0.03d,<0.001
8,Hydroxybenzoic acids,,,,,,,
9,Gallic acid,1.40  0.06e,16.05  0.10b,2.79  0.02d,4.41  0.08c,18.980.49a,2.91  0.04d,<0.001
10,Protocatechuic acid,1.38  0.05f,1.54  0.00e,2.49  0.01d,4.87  0.12a,3.65  0.02b,2.96  0.01c,<0.001
11,p-hydroxybenzoic acid,0.30  0.01f,0.34  0.02,0.49  0.00d,0.90  0.03a,0.70  0.02c,1.31  0.04a,<0.001
12,Syringic acid,0.63  0.01f,0.75  0.04e,1.100.01,1.77  0.05b,2.47  0.06a,0.83  0.00d,<0.001
13,Total HBA,3.70  0.02f,18.68  0.16b,6.88  0.05e,11.96  0.08c,25.81  0.53a,8.02  0.04d,<0.001
14,Flavanonols,,,,,,,
15,Taxifolin,0.14  0.02e,0.23  0.01d,0.34  0.02c,0.50  0.02b,0.58  0.05a,0.52  0.01b,<0.001
16,Flavan-3-ols,,,,,,,
17,procyanidin B1,1.49  0.11d,1.45  0.04d,1.92  0.21c,8.20  0.34a,7.26  0.36b,2.08  0.20c,<0.001
18,procyanidin B3,3.07  0.18a,2.04  0.05c,2.04  0.18c,1.47 0.05d,1.13  0.09e,2.74  0.14b,<0.001
19,(+)-catechin,2.38  0.06d,2.35  0.02d,4.71  0.25c,13.97  0.04a,13.89  0.31a,5.35  0.14b,<0.001
20,procyanidin B2,0.51 0.03d,0.63  0.03d,0.80  0.07c,2.35 0.13b,3.98  0.12a,0.56  0.09d,<0.001
21,(-)-epicatechin,0.87  0.08e,0.87  0.04e,1.39  0.07d,4.82  0.03b,8.75  0.21a,1.740.14,<0.001
22,procyanidin C1,n.d.,n.d.,n.d.,0.13  0.04c,0.54  0.02a,0.34  0.0ob,<0.001
23,epicatechin gallate,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,
24,Total HPLC flavan-3-ols,8.32  0.44e,7.34  0.09e,10.86  0.74d,30.95  0.48b,35.55  0.78a,12.80  0.52c,<0.001
25,Total HPLC phenolic concentration,30.310.41e,45.48  0.01c,42.23  0.71d,93.16  2.73b,101.46  0.36a,42.85  0.53d,<0.001
26,Colour intensity at 420 nm,0.109 0.01e,0.124  0.00d,0.137  0.01c,0.161  0.00b,0.183 0.00a,0.167  0.01b,<0.001
