,0,1,2,3,4,5
0,,,Age,,,
1,Analysis,,,,,
2,,,18 months,24 months,25 months,30 months
3,,Cranial,43.47 ,54.61,50.31,53.31
4,,Cranial,2.345b,6.208a,2.933ab,2.401a
5,L*,Medial,42.43,54.65,49.81,54.45
6,L*,Medial,1.887b,6.211a,3.632a,2.686a
7,,Caudal,42.35 ,61.75,52.75,56.78 
8,,Caudal,1.315c,9.095a,2.542b,1.409ab
9,,Cranial,1.62,6.90 ,5.67 ,1.37
10,,Cranial,0.420b,1.870a,2.326a,0.740b
11,,Medial,1.68,5.56 ,7.02 ,1.96
12,,Medial,0.445b,2.023a,2.311a,0.946b
13,,Caudal,3.47 ,5.10,6.29 ,2.52 
14,,Caudal,0.938ab,1.704ab,2.663a,0.789b
15,,Cranial,0.96,2.64 ,2.83 ,0.68
16,,Cranial,0.719ab,1.298a,1.477a,0.391b
17,,Medial,0.44,3.90 ,3.57 ,1.55
18,b*,Medial,0.275b,1.167a,0.711a,1.248b
19,,Caudal,1.02 ,3.27 ,3.54,2.35
20,,Caudal,0.434b,1.398a,1.077a,1.216ab
21,,Cranial,1.54,7.56,5.26,2.53
22,,Cranial,0.721b,1.046a,3.226a,2.779b
23,Chroma,Medial,1.44,7.86 ,6.09 ,3.29 
24,(C),Medial,0.454b,1.923a,3.124a,2.169b
25,,Caudal,3.20 ,7.06 ,5.81,3.98 
26,,Caudal,0.561b,1.727a,3.303ab,1.406b
27,,Cranial,24.33 ,24.41,24.26 ,22.30
28,,Cranial,17.533a,13.655a,4.483a,14.766a
29,Hue (h),Medial,14.59,34.46,24.09 ,37.50
30,Hue (h),Medial,12.058b,16.190a,10.466ab,14.196a
31,,Caudal,13.61 ,31.31,27.92 ,45.81
32,,Caudal,7.056b,14.935ab,8.192ab,5.405a
