,0,1,2,3,4,5
0,Cultivars,Drying,L*,a*,b*,E
1,,Conditions,,,,
2,,Initial,34.39 ,31.38 ,15.72,
3,,Initial,2.10Aa,3.04Aa,1.79Ab,
4,,Shade,15.79 ,15.55,10.37,25.61 
5,,Shade,4.86Ae,3.29Ac,2.33Ac,5.5Aab
6,,Open-Sun,22.63 ,15.22,8.81 ,21.84 
7,,Open-Sun,6.53Acd,3.15Ac,2.1gAcd,6.86Abc
8,,Greenhouse,22.89 ,11.50,6.48 ,25.09 
9,,Greenhouse,5.22Acd,3.77Acd,2.6Ade,4.99Aab
10,Bozok,60,24.47 ,11.58,6.02 ,22.56 
11,Bozok,60,2.97Abcd,2.30Acd,1.10Ade,4.89Ab
12,,80,20.72 ,8.10,4.5 ,29.68 
13,,80,5.99Ad,2.1Ad,1.08Ae,5.19Aa
14,,300W,29.14 ,20.68,14.02 ,14.64
15,,300W,7.00Aab,7.2Ab,6.4gAb,8.14Ad
16,,600W,27.18 ,14.33,8.15,20.30 
17,,600W,3.33Abc,5.47Ac,3.1gAcd,7.48Abcd
18,,Freeze dryer,23.09 ,34.33 ,24.86 ,16.10 
19,,Freeze dryer,7.47Acd,3.17Aa,5.20Aa,6.5gAcd
20,,Initial,34.18 ,32.24 ,15.26 ,
21,,Initial,1.82Aa,3.07Aa,2.03Ab,
22,,Shade,11.25 ,22.55 ,12.47 ,26.40 
23,,Shade,6.44Ad,5.99Ab,5.32Abc,7.28Aa
24,,Open-Sun,27.10 ,18.69 ,9.68 ,16.95 
25,,Open-Sun,3.09Abc,5.3gAbc,3.77Acd,6.32Abc
26,,Greenhouse,27.33 ,18.63,8.65 ,17.29 
27,,Greenhouse,2.69Abc,5.15Abc,3.49Acd,6.58Abc
28,Pinar,60,15.42 ,10.4,6.53 ,29.52 
29,Pinar,60,6.55Ad,2.85Ae,0.81Ad,7.96Aa
30,,80,23.85 ,14.17,7.27 ,22.78 
31,,80,3.56Ac,4.56Acde,2.70Ad,6.67Aab
32,,300W,23.23 ,12.00 ,6.53 ,25.20 
33,,300W,6.18Ac,5.77Ade,3.17Ad,7.92Aab
34,,600W,28.41 ,18.44 ,10.38 ,17.84 
35,,600W,5.55Ab,9.01Abcd,5.8gAcd,9.18Abc
36,,Freeze dryer,27.09 ,33.62 ,24.56 ,13.47 
37,,Freeze dryer,2.95Abc,4.09Aa,5.82Aa,4.87Ac
