,0,1
0,meatsci.2014.12.006.,"Noakes, M., Clifton, P.A., Barden, A., Puddey, I.B., Beilin, L.J."
1,"Gatellier,P., Mercier,Y., Rock,E., Renerre, M.,2000. Influence of dietary fat and",Impact of foods enriched with n-3 long-chain polyunsaturated fatty acids oi
2,vitamin e supplementation on free radical production and on lipid and protein,"erythrocyte n-3 levels and cardiovascular risk factors.Br.J. Nutr.97,749.do"
3,"oxidation in Turkey muscle extracts. J. Agric.Food Chem.48,1427-1433.doi:",http//dx.doi.org/10.1017/S000711450747252X.
4,http://dx.doi.org/10.1021/jf990943j.,"Niki, Etsuo Tsuchiya, Jyunichi, Tanimura, Ritsuko, Kamiya, Yoshio, 1982"
5,"Gerard-Monnier, D., Erdelmeier, I., Regnard, K., Mozehenry, N., Yadan, J.C.,",Regeneration of vitamin E from alpha-chromanoxyl radical by glutathione an
6,"Chaudierel, J., 1998. Reactions of 1-methyl-2-phenylindole with","vitamin C. Chem. Lett. 27, 789-792."
7,malondialdehyde and 4-hydroxyalkenals analytical applicatioins to a,"Nuernberg,K.,Kuechenmeister,U., KuhnG.,Nuernberg,G.,Winnefeld,K.,EnderI"
8,colorimetric assay of lipid peroxidation.Chem.Res.Toxicol.1176-1183.,"Cogan, U.,Mokady, S., 2002. Influence of dietary vitamin E and selenium on"
9,"Guo, Q., Richert, B.T., Burgess, J.R.,Webel, D.M., Orr, D.E., Blair, M., Fitzner, G.E., Hall,","muscle fatty acid composition in pigs. Food Res. Int. 35, 505-510."
10,"D.D., Grant, A.L., Gerrard, D.E., 2006. Effects of dietary vitamin E and fat","Nuernberg, K., Fischer,K., Nuernberg, G.,Kuechenmeister,U., Klosowska,D.,"
11,supplementation on pork quality.J.Anim.Sci.84doi:http//dx.doi.org/10.2527/,"Eliminowska-Wenda,G.,Fiedler,I.,Ender,K.,2005.Effects of dietary olive an"
12,jas.2005-456.,"linseed oil on lipid composition, meat quality, sensory characteristics and"
13,"Guzek, D., Glabska, D., Sakowska, A., Wierzbicka, A., 2012. Color of smoked loin from","muscle structure in pigs. Meat Sci.70, 63-74. doi:http//dx.doi.org/10.1016/j"
14,animals fed with bioactive compounds added to forage.Pesquisa Agropecuaria,meatsci.2004.12.001.
15,"Brasileira 47,1504-1510","Omaye, S.T.,Turnbull, J.D., Sauberlich,H.E.,1979. Selected methods for the"
16,"Hwang, J., Kleinhenz, J., Lassegue, B., Griendling, K.K., Dikalov, S., Hart, M., 2004","determination of ascorbic acid in animal cells, tissues and fluids. Method"
17,Peroxisome proliferator-activated receptor- ligands regulate endothelial,"Enzymol. 62, 3-24."
18,"membrane superoxide production.AJP:Cell Physiol.288,C899-C905.doi:","Ortuno, J., Serrano, R., Banion, S., 2015.Antioxidant and antimicrobial effects of"
