,0,1,2,3,4,5,6,7,8,9,10,11,12
0,, herbal tea,,,,,,,, black tea,,,
1,analyte,NLF,TBN,MHT,SSH,AHT,JCT,KFT,ACT,LYL,TTG,TTL,TTR
2,NAP,0.140.08,0.20.13,BDL,0.360.11,0.030.01,0.080.03,0.150.03,BDL,0.090.03,0.220.03,0.080.04,0.080.04
3,ACN,BDL,BDL,BDL,0.660.11,BDL,0.250.11,BDL,BDL,BDL,BDL,BDL,BDL
4,ACY,BDL,0.09  0.00,BDL,2.25  0.04,0.34  0.00,1.74  2.65,BDL,BDL,0.27  0.09,1.61  0.05,BDL,BDL
5,FLE,BDL,BDL,BDL,0.430.09,0.060.03,4.190.11,BDL,BDL,BDL,0.130.00,BDL,BDL
6,PHE,BDL,BDL,BDL,1.92  0.61,0.24  0.02,4.020.29,BDL,BDL,BDL,BDL,BDL,BDL
7,ANT,BDL,BDL,BDL,1.980.49,0.780.13,0.31  0.03,BDL,BDL,BDL,BDL,BDL,BDL
8,CBZ,0.490.12,0.260.11,BDL,2.43  1.74,0.49  0.09,3.12  2.33,BDL,0.92  0.26,1.98  0.06,0.72  0.03,0.670.14,0.440.06
9,FLA,BDL,BDL,BDL,0.530.11,BDL,1.080.72,BDL,BDL,BDL,BDL,BDL,BDL
10,PYR,BDL,BDL,BDL,2.62  0.36,BDL,1.950.67,BDL,BDL,0.58  0.06,BDL,2.11  0.07,BDL
11,BaA,BDL,4.24 0.14,BDL,10.220.41,1.200.03,1.100.05,BDL,BDL,0.820.41,2.030.68,2.11  0.07,BDL
12,CHR,BDL,6.890.11,BDL,20.210.20,2.530.31,5.37  1.42,BDL,BDL,1.480.14,2.940.04,3.65 0.27,0.890.59
13,BbF,BDL,BDL,BDL,1.971.6,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
14,BkF,BDL,0.550.00,BDL,1.400.57,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
15,BaP,6.56  0.17,11.070.49,0.00,1.91  0.26,8.48  0.16,28.35  0.35,4.03 0.19,8.4  0.10,2.04  0.15,6.22  0.03,2.75  0.30,5.21  0.26
16,DahA,1.22  0.22,10.190.18,3.440.07,28.240.64,10.750.47,1.750.17,0.530.00,6.410.57,8.99  0.32,11.910.25,8.57  0.24,6.33  0.43
17,BghiP,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL,BDL
18,IP,BDL,3.790.74,0.82 0.00,4.88  6.25,1.48 0.26,BDL,BDL,BDL,BDL,1.82  0.16,1.99  0.20,BDL
19,E16PAHs,7.920.30,37.03  0.35,5.03  0.84,79.61  7.02,25.90 0.76,50.21  2.19,4.71  0.23,14.81  0.54,14.28  0.62,26.89 0.68,19.160.39,12.52  0.15
