,0,1,2,3
0,Ingredient,,Proportion,
1,Code,,,
2,829063,"*TOMATO,RIPE,FRESH,RAW*BOILED*",0.066,
3,25011,"VEGETABLE OIL,SUNFLOWER SEED,RAW",0.025,
4,829051,"*ONION,SMALLBULB,FRESH,RAW*BOILED*",0.013,
5,725004,"*VEGETABLE OIL,MUKWANO,FORTIFIED,RAW*COOKED*",0.002,
6,725015,"*VEGETABLE OIL,SOYBEAN SEED,RAW *COOKED*",0.001,
7,94115,"BEAN SAUCE (OTHER KIDNEY BEAN TYPES,DRIED),W/WO TOMATOES &/OR",,Standard
8,,ONIONS,,
9,806130,"*BEANS,KIDNEY(OTHER),DRIED,BOILED*BOILED*",0.450,
10,806129,"*BEANS,KIDNEY(OTHER),DRIED,RAW*BOILED*",0.100,
11,829063,"*TOMATO,RIPE,FRESH,RAW*BOILED*",0.091,
12,829052,"*ONION,LARGE BULB,FRESH,RAW *BOILED*",0.011,
13,94116,"BEAN SAUCE (OTHER KIDNEY BEAN TYPES,DRIED),W/WO TOMATOES &/OR",,Standard
14,,"ONIONS,VEGETABLE OIL",,
15,806129,"*BEANS,KIDNEY(OTHER),DRIED,RAW*BOILED*",0.292,
16,829063,"*TOMATO,RIPE,FRESH,RAW*BOILED*",0.060,
17,829001,"*CABBAGE,GREEN,FRESH,RAW*BOILED*",0.023,
18,25011,"VEGETABLE OIL,SUNFLOWER SEED,RAW",0.020,
19,829051,"*ONION,SMALLBULB,FRESH,RAW*BOILED*",0.014,
20,725004,"*VEGETABLE OIL,MUKWANO,FORTIFIED,RAW*COOKED*",0.006,
21,725015,"*VEGETABLE OIL,SOYBEAN SEED,RAW*COOKED*",0.001,
22,25053,"ANIMAL FAT,LARD,RAW",0.001,
23,94302,"COWPEA SEED SAUCE (EMAGIRA),W/WO TOMATOES &/OR ONIONS",,Standard
24,806215,"*COWPEAS,DRIED,RAW*BOILED*",0.446,
25,94400,"SOY BEAN SAUCE,W/WO TOMATOES &/OR ONIONS",,Standard Modified
26,807030,"*SOYBEAN FLOUR,RAW*BOILED*",0.153,
27,829063,"*TOMATO,RIPE,FRESH,RAW *BOILED*",0.139,
28,94600,"GROUNDNUT SAUCE,W/WO TOMATOES&/OR ONIONS",,Standard
29,808007,"*GROUNDNUTS,POWDER,RAW*BOILED*",0.200,
30,808010,"*GROUNDNUTS,PASTE,RAW*BOILED*",0.050,
31,829063,"*TOMATO,RIPE,FRESH,RAW*BOILED*",0.050,
32,829052,"*ONION,LARGE BULB,FRESH,RAW*BOILED*",0.010,
33,94700,"SESAME SEED SAUCE,W/WO TOMATOES &/OR ONIONS",,Standard
34,808053,"*SESAME SEED,PASTE,RAW*BOILED*",0.350,
35,829063,"*TOMATO,RIPE,FRESH,RAW*BOILED*",0.190,
36,95200,"PORRIDGE,MILLET FLOUR",,Standard
37,801104,"* MILLET FLOUR,RAW *BOILED*",0.141,
38,830092,"*LEMON,FRESH,RAW *BOILED*",0.035,
