,0,1,2,3
0,Category,Count,% of Total Database,
1,"Cakes,biscuits,chocolates & other snacks",6918,18,3
2,Alcoholic drinks,5692,15,2
3,Sauces and condiments,3635,9,9
4,Dairy and eggs,3596,9,0
5,"Ready meals,quiches,pizza,pasta,soup",3315,9,1
6,Bread and grains,2387,6,5
7,Meat and poultry,1952,5,3
8,"Homebaking, jam, spreads",1849,5,3
9,Fruit and vegetables,1652,4,14
10,Frozen foods,1419,4,-1
11,Canned/tinned foods,1312,3,2
12,Drinks-fruit juice,1171,3,14
13,Breakfast cereals,745,2,7
14,Drinks-other,620,2,6
15,Specialty/ethnic foods,615,2,11
16,Drinks-soft,496,1,18
17,Fish,421,1,11
18,Oils,314,1,5
19,Drinks-hot,308,1,17
20,Total,"38,417",100,
