,0,1,2,3
0,Ingredient,,Proportion,
1,Code,,,
2,830022,"*MANGO,GREEN,WO/SKIN,FRESH,RAW*BOILED*",0.019,
3,830102,"*TAMARIND,FRESH,RAW*BOILED*",0.003,
4,95202,"PORRIDGE,MILLET FLOUR,W/COW MILK",,Standard
5,809001,"*MILK,COW,WHOLE,FRESH,RAW *BOILED*",0.124,
6,801104,"*MILLET FLOUR,RAW*BOILED*",0.074,
7,95300,"PORRIDGE,MAIZE FLOUR.WHITE,REFINED",,Standard Modified
8,801041,"*MAIZE FLOUR,WHITEVARIETY,REFINED,RAW*BOILED*",0.122,
9,95301,"PORRIDGE,MAIZE FLOUR,WHITE,UNREFINED",,Standard
10,801042,"*MAIZE FLOUR,WHITEVARIETY,UNREFINED,RAW*BOILED*",0.110,
11,95305,"PORRIDGE,MAIZE FLOUR,WHITE,UNREFINED,W/COW MILK",,Standard
12,809001,"*MILK,COW,WHOLE,FRESH,RAW*BOILED*",0.139,
13,801042,"*MAIZEFLOUR.WHITEVARIETY,UNREFINED.RAW*BOILED*",0.110,
14,95312,"PORRIDGE,MAIZE FLOUR,YELLOW,REFINED",,Standard Modified
15,801043,"*MAIZE FLOUR,YELLOWVARIETY,REFINED,RAW*BOILED*",0.122,
16,95313,"PORRIDGE,MAIZE FLOUR,YELLOW,UNREFINED",,Standard
17,801044,"*MAIZEFLOUR,YELLOWVARIETY,UNREFINED,RAW*BOILED",0.110,
18,95314,"PORRIDGE,MAIZE FLOUR,YELLOW,REFINED,W/SUGAR",,Standard Modified
19,801043,"*MAIZE FLOUR,YELLOWVARIETY,REFINED,RAW*BOILED*",0.113,
20,26002,"SUGAR,CANE,ALL GRADE,RAW",0.060,
21,95315,"PORRIDGE,MAIZE FLOUR,YELLOW,UNREFINED,W/SUGAR",,Standard Modified
22,801044,"*MAIZE FLOUR,YELLOWVARIETY,UNREFINED,RAW*BOILED*",0.093,
23,26002,"SUGAR,CANE.ALLGRADE,RAW",0.047,
24,95316,"PORRIDGE,MAIZE FLOUR,YELLOW,REFINED,W/COW MILK",,Standard Modified
25,809001,"*MILK,COW,WHOLE,FRESH,RAW*BOILED*",0.093,
26,801041,"*MAIZE FLOUR,WHITEVARIETY,REFINED,RAW*BOILED*",0.052,
27,801043,"*MAIZEFLOUR,YELLOWVARIETY,REFINED,RAW*BOILED*",0.040,
28,26002,"SUGAR,CANE,ALL GRADE,RAW",0.039,
29,95317,"PORRIDGE,MAIZE FLOUR,YELLOW,UNREFINED,W/COW MILK",,Standard Modified
30,809001,*MILK.COW.WHOLE.FRESH.RAW*BOILED*,0.139,
31,801044,"*MAIZEFLOUR,YELLOWVARIETY,UNREFINED,RAW*BOILED",0.110,
32,95380,"PORRIDGE,MAIZE-SOY FLOUR (TASO)",,Standard Modified
33,801045,"* CORN-SOY BLEND,(USAID/TASO),RAW *BOILED*",0.120,
34,95381,"PORRIDGE,MAIZE-SOY FLOUR (TASO),W/SUGAR",,Standard Modified
