,0,1,2,3,4
0,Ano de edicion,Autores,Titulo,Editorial,Referencia
1,1932,Torres Salas I,Contribucion al,Santander: Ed.,Torres-Salas(1932
2,,,estudio de la,Talleres Resura.Tesis,
3,,,composicion quimica,Universidad Central,
4,,,de los alimentos,(Madrid)Facultad de,
5,,,espanoles [tesis,Farmacia,
6,,,doctoral],,
7,1932,Vazquez Sanchez J,Sobre la composicion,Madrid:Gaceta,Vazquez-Sanchez
8,,,quimica de los,Medica Espanola.,(1932)
9,,,alimentos espanoles,Tesis.Universidad,
10,,,[tesis doctoral],Central(Madrid),
11,,,,Facultad de Farmacia,
12,1946,Comenge M,Principios bioquimicos,MadridA.G.I,Comenge (1946)10
13,,,de dietetica normal y,,
14,,,tablas de composicion,,
15,,,de los alimentos,,
16,,,espanoles,,
17,1951,Alonso Samaniego JM,Factores dieteticos y,Madrid:Alter,Alonso Samaniego
18,,,tablas de composicion,Departamento de,195111
19,,,de alimentos,Investigacion,
20,1978,Casares Lopez R,Tratado de,Madrid:Publicaciones,Casares Lopez et al
21,,"Garcia Olmedo R,",bromatologia (5.a,del Departamento de,197812
22,,Valls Palles C,edicion),"Bromatologia,",
23,,,,Tecnologia y Analisis,
24,,,,Quimico Aplicado,
25,,,,Facultad de,
26,,,,"Farmacia,",
27,,,,Universidad,
28,,,,Complutense,
29,,,,Contiene tablas de,
30,,,,composicion de,
31,,,,alimentos elaboradas,
32,,,,a partir de datos de,
33,,,,"la FAO,la Escuela de",
34,,,,Bromatologia y las,
35,,,,Fuerzas Armadas.La,
36,,,,primera edicion fue,
37,,,,en 1942,
38,1980,"Andujar Arias MM,",Tablas de,Madrid:Instituto de,Andujar Arias et al.
39,,"Moreiras Varela O,Gil",composicion de,Nutricion (CSIC),(198013
40,,Extremera F,alimentos,,
41,1985,"Marcos A,Fernandez",Quesos espanoles,Cordoba:,Marcos et al.(198514
42,,"Salguero J,Esteban",(tablas de,Departamento de,
43,,"A,Leon F,Alcala M","composicion,valor",Tecnologia de los,
44,,Beltran de Heredia,nutritivo y,"Alimentos,",
45,,FH.,estabilidad),Universidad de,
46,,,,Cordoba,
47,1985,Vivanco FPalacios JM,Tabla de composicion,Madrid:Direccion,Vivanco y Palacios
48,,,de alimentos,General de Salud,198515
49,,,espanoles,Publica. Ministerio de,
50,,,,Sanidad y Consumo,
51,1986,Casamitjana N,Taula de composicio,Barcelona:Fundacio,Casamitjana (1986)16
52,,,d'aliments per a us,Sarda Farriol,
53,,,clinic,,
