,0,1,2,3
0,,Genero,Frecuencia,Porcentaje
1,,3-5 anos,22,"13,9"
2,,6-9 anos,17,"11,1"
3,,Hombre 10-13 anos,4,"2,8"
4,,Hombre 14-19 anos,39,"25,0"
5,,Hombre 20-29 anos,17,"11,1"
6,,Hombre 30-39 anos,26,"16,7"
7,,Hombre 40-49 anos,23,"13,9"
8,,Hombre 50-59 anos,4,"2,8"
9,,Hombre 60-69 anos,4,"2,8"
10,,Total,156,"100,0"
11,,3-5 anos,10,"6,8"
12,,6-9 anos,20,"13,6"
13,,Mujer 10-13 anos,33,"22,7"
14,,Mujer 14-19 anos,17,"11,4"
15,Mujer,Mujer 20-29 anos,28,"18,2"
16,Mujer,Mujer 30-39 anos,17,"11,4"
17,,Mujer 40-49 anos,14,"9,1"
18,,Mujer 50-59 anos,8,"4,5"
19,,Mujer 60-69 anos,3,"2,3"
20,,Total,147,"100,0"
