,0,1,2,3,4
0,Ingredient,,,Proportion,
1,Code,,,,
2,804006,"*SWEETPOTATO,YELLOW,W/SKIN,FRESH,BOILED*BOILED*",,0.065,
3,804106,"*SWEETPOTATO,ORANGE,W/SKIN,FRESH,BOILED*BOILED*",,0.065,
4,97210,"MUGOYO,SWEET POTATO,(WHITE,YELLOW & ORANGE),FRESH,W/BEANS",,,Standard Modified
5,,,DRIED,,
6,806010,"*BEANS,PINTO(K2o/NAMBALE),DRIED,BOILED*BOILED*","*BEANS,PINTO(K2o/NAMBALE),DRIED,BOILED*BOILED*",0.230,
7,806110,"*BEANS,CRANBERRY(KANYEBWA),DRIED,BOILED*BOILED*","*BEANS,CRANBERRY(KANYEBWA),DRIED,BOILED*BOILED*",0.180,
8,803008,"*SWEETPOTATO,WHITE,W/SKIN,FRESH,RAW*BOILED*","*SWEETPOTATO,WHITE,W/SKIN,FRESH,RAW*BOILED*",0.150,
9,804008,"*SWEETPOTATO,YELLOW,W/SKIN,FRESH,RAW*BOILED*","*SWEETPOTATO,YELLOW,W/SKIN,FRESH,RAW*BOILED*",0.150,
10,804103,"*SWEETPOTATO,ORANGE,W/SKIN,FRESH,RAW*BOILED*",,0.150,
11,803006,"*SWEETPOTATO,WHITE,W/SKIN,FRESH,BOILED*BOILED*",,0.043,
12,804006,"*SWEETPOTATO,YELLOW,W/SKIN,FRESH,BOILED*BOILED*","*SWEETPOTATO,YELLOW,W/SKIN,FRESH,BOILED*BOILED*",0.043,
13,804106,"*SWEETPOTATO,ORANGE,W/SKIN,FRESH,BOILED*BOILED*",,0.043,
14,97212,"MUGOYO,SWEET POTATO,(WHITE & ORANGE),FRESH,W/BEANS,DRIED",,,Standard Modified
15,806010,"* BEANS,PINTO(K20/NAMBALE),DRIED,BOILED *BOILED*",,0.230,
16,803008,"*SWEETPOTATO,WHITE,W/SKIN,FRESH,RAW*BOILED*","*SWEETPOTATO,WHITE,W/SKIN,FRESH,RAW*BOILED*",0.225,
17,804103,"*SWEETPOTATO,ORANGE,W/SKIN,FRESH,RAW*BOILED*",,0.225,
18,806110,"*BEANS,CRANBERRY(KANYEBWA),DRIED,BOILED*BOILED*",,0.180,
19,803006,"*SWEETPOTATO,WHITE,W/SKIN,FRESH,BOILED*BOILED*","*SWEETPOTATO,WHITE,W/SKIN,FRESH,BOILED*BOILED*",0.065,
20,804106,"*SWEETPOTATO,ORANGE,W/SKIN,FRESH,BOILED *BOILED*",,0.065,
21,97398,"KATOGO,MATOOKE,W/WO TOMATOES AND/OR ONIONS",,,Standard
22,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",,0.730,
23,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*","*TOMATO,RIPE,FRESH,RAW*FRIED*",0.134,
24,729052,"* ONION,LARGE BULB,FRESH,RAW *FRIED*","* ONION,LARGE BULB,FRESH,RAW *FRIED*",0.020,
25,97399,"KATOGO,MATOOKE,W/WO TOMATOES AND/OR ONIONS,VEGETABLE OIL",,,Standard
26,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*","*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",0.709,
27,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*","*TOMATO,RIPE,FRESH,RAW*FRIED*",0.130,
28,725004,"*VEGETABLE OIL,MUKWANO,FORTIFIED,RAW*COOKED*",,0.029,
29,729052,"*ONION,LARGE BULB,FRESH,RAW *FRIED*","*ONION,LARGE BULB,FRESH,RAW *FRIED*",0.020,
30,97400,"KATOGO,MATOOKE,BEANS,DRIED,W/WO TOMATOES AND/OR ONIONS",,,Standard
31,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*","*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",0.473,
32,806009,"*BEANS,PINTO(K2o/NAMBALE),DRIED,RAW*BOILED*","*BEANS,PINTO(K2o/NAMBALE),DRIED,RAW*BOILED*",0.120,
33,806109,"* BEANS,CRANBERRY(KANYEBWA),DRIED,RAW *BOILED*","* BEANS,CRANBERRY(KANYEBWA),DRIED,RAW *BOILED*",0.070,
34,806010,"* BEANS,PINTO(K20/NAMBALE),DRIED,BOILED *BOILED*",,0.060,
35,729063,"*TOMATO,RIPE,FRESH,RAW*FRIED*","*TOMATO,RIPE,FRESH,RAW*FRIED*",0.030,
36,729052,"*ONION,LARGE BULB,FRESH,RAW*FRIED*","*ONION,LARGE BULB,FRESH,RAW*FRIED*",0.010,
37,97401,"KATOGO,MATOOKE,BEANS,DRIED,W/WO TOMATOES AND/OR ONIONS,",,,Standard
38,,VEGETABLE OIL,VEGETABLE OIL,,
39,805001,"*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*","*BANANA,MATOOKE,GREEN,FRESH,RAW*BOILED*",0.464,
40,806009,"*BEANS,PINTO(K20/NAMBALE),DRIED,RAW*BOILED*","*BEANS,PINTO(K20/NAMBALE),DRIED,RAW*BOILED*",0.121,
