,0,1,2,3,4,5,6,7,8,9,10
0,,,,,Nutrients (for 100 g of each cooked dish),Nutrients (for 100 g of each cooked dish),Nutrients (for 100 g of each cooked dish),Nutrients (for 100 g of each cooked dish),,,
1,,,,Fat,Prott,Cat,,,,Vit**,
2,,Energy,CHO*,Fat,Prott,(mg),Fes,Vitl C,Zn1,A,Folate
3,Local dishes,(Kcal),(g),(g),(g),(mg),(mg),(mg),(mg),(mcg),(g)
4,"Boiled matoke with boiled dried beans (70 % matoke, 29 % beans and 1 % salt)",89,20.3,0.4,3.0,14.8,0.9,4.8,0.5,1.4,32.1
5,"Boiled dried beans with boiled yellow sweet potatoes (70 % yellow sweet potatoes, 29 % beans",110,24,0.2,3.7,38.6,1.2,1.7,0.6,124.1,33.4
6,and 1%salt),,,,,,,,,,
7,"Boiled dried beans with boiled orange sweet potatoes (70 % orange sweet potatoes, 29 % beans",110,24,0.2,3.7,40.0,1.2,1.8,0.6,306.1,33.4
8,and 1% salt),,,,,,,,,,
9,"Boiled fresh beans with boiled yellow sweet potatoes (70 % yellow sweet potatoes, 29 % beans",103,23,0.1,3.1,34.8,1.1,1.9,0.5,123.9,27.1
10,and 1% salt),,,,,,,,,,
11,"Boiled fresh beans with boiled orange sweet potatoes (70 % orange sweet potatoes, 29 % beans",103,23,0.1,3.1,36.2,1.1,2.0,0.5,305.9,27.1
12,and 1% salt),,,,,,,,,,
13,"Boiled dried beans with boiled yam (70 % yam, 29 % beans and 1 % salt)",124,28.4,0.4,3.5,16.7,0.9,2.9,0.6,0.3,22.1
14,"Boiled fresh beans with boiled yam (70 % yam, 29 % beans and 1 % salt)",117,27.3,0.2,2.8,16.7,1.1,3.4,0.5,175.3,22.1
15,"Boiled pumpkin and boiled dried beans (70 % pumpkin, 29 % beans and 1 % salt)",44,8.7,0.2,2.8,22.5,1.8,3.4,0.4,175.3,30.7
16,"Boiled green leavessS with boiled fresh beans (79 % beans, 20 % green leaves and 1 % salt)",69,12-3,0.2,5.0,50.6,2.1,3-3,0.6,28.8,57.8
17,"Boiled green leaves with boiled dried beans (79 % beans, 20 % green leaves and 1 % salt)",60,5.5,0.5,6.7,60.9,2.1,3.3,0.8,29.6,75.2
18,"Boiled fresh beans with boiled dodo (68 % amaranth leaves, 31 % beans and 1 % salt)",60,10,0.2,4.8,87.3,2.1,10.2,0.6,76.0,58.0
19,"Boiled dodo and groundnuts (68 % groundnuts, 31 % amaranth leaves and 1 % salt)",221,14.6,15.0,10.1,105.7,1:4,9.8,1.4,75.9,66.8
20,"Boiled peas with boiled matoke (70 % matoke, 29 % peas and 1 % salt)",82,17.9,0.5,3.4,8.4,1.0,9.1,0.4,13.6,15.6
21,"Boiled peas and orange sweet potatoes (70 % orange sweet potatoes, 29 % peas and 1 % salt)",103,21.6,0.5,3.4,33.6,1.0,6.4,0.6,318.1,16.9
22,"Boiled peas and yellow sweet potatoes (70 % yellow sweet potatoes, 29 % peas and 1 % salt)",103,21.6,0.5,41.3,32.2,1.0,6-3,0.6,136.1,16.9
23,"Fried fishllll with groundnuts sauce(38% fish,13% onion,32% groundnuts paste,16%tomatoes",356,8.2,19.2,41.3,35.9,1.7,2.5,1.5,5-3,59.4
24,and 1% salt),,,,,,,,,,
25,"Boiled fresh beans with groundnuts sauce (34 % fresh beans, 14 % onion, 34 % groundnuts paste,",236,13.6,17.3,10.7,29.1,1.4,2.9,1.3,5.7,49.9
26,17 % tomatoes and 1 % salt),,,,,,,,,,
27,"Boiled fresh beans with dried maize (33 % fresh beans, 66 % maize grain and 1 % salt)",74,30.1,0.1,5.1,12.0,0.9,0.3,1.0,0.0,26.4
28,"Boiled fresh beans and Irish potatoes (70 % Irish potatoes, 29 % peas and 1 % salt)",74,16.1,0.1,2.9,11.7,0.9,4.4,0.4,0.0,31.2
29,"Boiled pumpkin and fresh beans (70 % pumpkin, 29 % beans and 1 % salt)",114,26.3,0.6,2.3,17.5,0.8,16.6,0.5,12.2,15.5
30,"Boiled pumpkin and fresh beans (70 % pumpkin, 29 % beans and 1 % salt)",81,7.6,0.1,2.1,18.7,1.0,3.5,0-3,175.0,37.7
31,"Boiled dried beans and Irish potatoes (70 % Irish potatoes, 29 % peas and 1 % salt)",81,17.2,0.2,3.6,15.5,1.0,4.3,0.5,0.3,37.7
32,"Boiled dodo with boiled dried beans (68 % amaranth leaves, 31 % beans and 1 % salt)",76,12.4,0.5,6-3,96.2,2.3,9.8,0.9,76.6,72.9
33,"Boiled mushroom and eggplants (66 % eggplants, 33 % mushrooms and 1 % salt)",25,5.5,0.3,1.4,8,0.7,2.7,0.4,0-7,20.5
